"license","id","owner","secret","server","farm","title","ispublic","isfriend","isfamily","dateupload","lastupdate","datetaken","datetakengranularity","datetakenunknown","count_views","count_faves","count_comments","accuracy","context","place_id","woeid","geo_is_public","geo_is_contact","geo_is_friend","geo_is_family","url_sq","height_sq","width_sq","url_t","height_t","width_t","url_s","height_s","width_s","url_q","height_q","width_q","url_m","height_m","width_m","url_n","height_n","width_n","url_z","height_z","width_z","url_c","height_c","width_c","url_o","height_o","width_o","url_l","height_l","width_l","longitude","latitude","geometry","within","license_name","license_url"
0,8539759176,"72948589@N00","987f29f118",8242,9,"ETP-5052-20130123.jpg",NA,NA,NA,2013-03-08 14:57:22,2017-11-21 16:23:39,2013-01-23 16:29:36,0,0,37,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8242/8539759176_987f29f118_s.jpg",75,75,"https://live.staticflickr.com/8242/8539759176_987f29f118_t.jpg",100,67,"https://live.staticflickr.com/8242/8539759176_987f29f118_m.jpg",240,160,"https://live.staticflickr.com/8242/8539759176_987f29f118_q.jpg",150,150,"https://live.staticflickr.com/8242/8539759176_987f29f118.jpg",500,334,"https://live.staticflickr.com/8242/8539759176_987f29f118_n.jpg",320,214,"https://live.staticflickr.com/8242/8539759176_987f29f118_z.jpg",640,427,"https://live.staticflickr.com/8242/8539759176_987f29f118_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8242/8539759176_987f29f118_b.jpg",1024,683,37.568483,11.797855,"c(37.568483, 11.797855)","1","All Rights Reserved","NA"
0,8539760266,"72948589@N00","5bc014447c",8104,9,"ETP-5054-20130123.jpg",NA,NA,NA,2013-03-08 14:57:52,2017-11-21 16:23:39,2013-01-23 16:29:41,0,0,53,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8104/8539760266_5bc014447c_s.jpg",75,75,"https://live.staticflickr.com/8104/8539760266_5bc014447c_t.jpg",100,67,"https://live.staticflickr.com/8104/8539760266_5bc014447c_m.jpg",240,160,"https://live.staticflickr.com/8104/8539760266_5bc014447c_q.jpg",150,150,"https://live.staticflickr.com/8104/8539760266_5bc014447c.jpg",500,334,"https://live.staticflickr.com/8104/8539760266_5bc014447c_n.jpg",320,214,"https://live.staticflickr.com/8104/8539760266_5bc014447c_z.jpg",640,427,"https://live.staticflickr.com/8104/8539760266_5bc014447c_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8104/8539760266_5bc014447c_b.jpg",1024,683,37.568172,11.797186,"c(37.568172, 11.797186)","1","All Rights Reserved","NA"
0,8539762176,"72948589@N00","42af76bc88",8517,9,"ETP-5058-20130123.jpg",NA,NA,NA,2013-03-08 14:58:50,2017-11-21 16:23:39,2013-01-23 16:29:53,0,0,33,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8517/8539762176_42af76bc88_s.jpg",75,75,"https://live.staticflickr.com/8517/8539762176_42af76bc88_t.jpg",100,67,"https://live.staticflickr.com/8517/8539762176_42af76bc88_m.jpg",240,160,"https://live.staticflickr.com/8517/8539762176_42af76bc88_q.jpg",150,150,"https://live.staticflickr.com/8517/8539762176_42af76bc88.jpg",500,334,"https://live.staticflickr.com/8517/8539762176_42af76bc88_n.jpg",320,214,"https://live.staticflickr.com/8517/8539762176_42af76bc88_z.jpg",640,427,"https://live.staticflickr.com/8517/8539762176_42af76bc88_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8517/8539762176_42af76bc88_b.jpg",1024,683,37.567438,11.795613,"c(37.567438, 11.795613)","1","All Rights Reserved","NA"
0,8539758716,"72948589@N00","7d4870ef2f",8251,9,"ETP-5051-20130123.jpg",NA,NA,NA,2013-03-08 14:57:08,2017-11-21 16:23:39,2013-01-23 16:29:31,0,0,43,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_s.jpg",75,75,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_t.jpg",67,100,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_m.jpg",160,240,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_q.jpg",150,150,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f.jpg",334,500,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_n.jpg",214,320,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_z.jpg",427,640,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8251/8539758716_7d4870ef2f_b.jpg",683,1024,37.568811,11.798555,"c(37.568811, 11.798555)","1","All Rights Reserved","NA"
0,8539766356,"72948589@N00","ec56f62e49",8110,9,"ETP-5067-20130123.jpg",NA,NA,NA,2013-03-08 15:00:48,2017-11-21 16:23:40,2013-01-23 16:33:33,0,0,74,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_s.jpg",75,75,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_t.jpg",100,67,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_m.jpg",240,160,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_q.jpg",150,150,"https://live.staticflickr.com/8110/8539766356_ec56f62e49.jpg",500,334,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_n.jpg",320,214,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_z.jpg",640,427,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8110/8539766356_ec56f62e49_b.jpg",1024,683,37.546644,11.7658,"c(37.546644, 11.7658)","1","All Rights Reserved","NA"
0,8539763612,"72948589@N00","d1e7f01089",8245,9,"ETP-5061-20130123.jpg",NA,NA,NA,2013-03-08 14:59:32,2017-11-21 16:23:40,2013-01-23 16:30:29,0,0,29,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_s.jpg",75,75,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_t.jpg",100,67,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_m.jpg",240,160,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_q.jpg",150,150,"https://live.staticflickr.com/8245/8539763612_d1e7f01089.jpg",500,334,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_n.jpg",320,214,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_z.jpg",640,427,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8245/8539763612_d1e7f01089_b.jpg",1024,683,37.565227,11.791052,"c(37.565227, 11.791052)","1","All Rights Reserved","NA"
0,8539766768,"72948589@N00","c2e7d3ca26",8382,9,"ETP-5068-20130123.jpg",NA,NA,NA,2013-03-08 15:00:59,2017-11-21 16:23:40,2013-01-23 16:33:39,0,0,170,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_s.jpg",75,75,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_t.jpg",100,67,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_m.jpg",240,160,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_q.jpg",150,150,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26.jpg",500,334,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_n.jpg",320,214,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_z.jpg",640,427,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8382/8539766768_c2e7d3ca26_b.jpg",1024,683,37.545786,11.76498,"c(37.545786, 11.76498)","1","All Rights Reserved","NA"
0,8538658221,"72948589@N00","44398bc546",8246,9,"ETP-5065-20130123.jpg",NA,NA,NA,2013-03-08 15:00:15,2017-11-21 16:23:32,2013-01-23 16:31:37,0,0,33,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8246/8538658221_44398bc546_s.jpg",75,75,"https://live.staticflickr.com/8246/8538658221_44398bc546_t.jpg",67,100,"https://live.staticflickr.com/8246/8538658221_44398bc546_m.jpg",160,240,"https://live.staticflickr.com/8246/8538658221_44398bc546_q.jpg",150,150,"https://live.staticflickr.com/8246/8538658221_44398bc546.jpg",334,500,"https://live.staticflickr.com/8246/8538658221_44398bc546_n.jpg",214,320,"https://live.staticflickr.com/8246/8538658221_44398bc546_z.jpg",427,640,"https://live.staticflickr.com/8246/8538658221_44398bc546_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8246/8538658221_44398bc546_b.jpg",683,1024,37.559863,11.781352,"c(37.559863, 11.781352)","1","All Rights Reserved","NA"
0,8539763256,"72948589@N00","a34e20c5d7",8233,9,"ETP-5060-20130123.jpg",NA,NA,NA,2013-03-08 14:59:21,2017-11-21 16:23:39,2013-01-23 16:30:23,0,0,37,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_s.jpg",75,75,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_t.jpg",100,67,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_m.jpg",240,160,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_q.jpg",150,150,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7.jpg",500,334,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_n.jpg",320,214,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_z.jpg",640,427,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8233/8539763256_a34e20c5d7_b.jpg",1024,683,37.565605,11.791752,"c(37.565605, 11.791752)","1","All Rights Reserved","NA"
0,8538658871,"72948589@N00","3dc592ac4e",8506,9,"ETP-5066-20130123.jpg",NA,NA,NA,2013-03-08 15:00:34,2017-11-21 16:23:33,2013-01-23 16:33:08,0,0,89,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_s.jpg",75,75,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_t.jpg",100,67,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_m.jpg",240,160,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_q.jpg",150,150,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e.jpg",500,334,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_n.jpg",320,214,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_z.jpg",640,427,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8506/8538658871_3dc592ac4e_b.jpg",1024,683,37.55008,11.769138,"c(37.55008, 11.769138)","1","All Rights Reserved","NA"
0,8539762548,"72948589@N00","3f276d1609",8112,9,"ETP-5059-20130123.jpg",NA,NA,NA,2013-03-08 14:59:03,2017-11-21 16:23:39,2013-01-23 16:30:19,0,0,37,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8112/8539762548_3f276d1609_s.jpg",75,75,"https://live.staticflickr.com/8112/8539762548_3f276d1609_t.jpg",100,67,"https://live.staticflickr.com/8112/8539762548_3f276d1609_m.jpg",240,160,"https://live.staticflickr.com/8112/8539762548_3f276d1609_q.jpg",150,150,"https://live.staticflickr.com/8112/8539762548_3f276d1609.jpg",500,334,"https://live.staticflickr.com/8112/8539762548_3f276d1609_n.jpg",320,214,"https://live.staticflickr.com/8112/8539762548_3f276d1609_z.jpg",640,427,"https://live.staticflickr.com/8112/8539762548_3f276d1609_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8112/8539762548_3f276d1609_b.jpg",1024,683,37.565863,11.792227,"c(37.565863, 11.792227)","1","All Rights Reserved","NA"
0,8538657897,"72948589@N00","c0729ed152",8532,9,"ETP-5064-20130123.jpg",NA,NA,NA,2013-03-08 15:00:04,2017-11-21 16:23:32,2013-01-23 16:30:41,0,0,33,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8532/8538657897_c0729ed152_s.jpg",75,75,"https://live.staticflickr.com/8532/8538657897_c0729ed152_t.jpg",100,67,"https://live.staticflickr.com/8532/8538657897_c0729ed152_m.jpg",240,160,"https://live.staticflickr.com/8532/8538657897_c0729ed152_q.jpg",150,150,"https://live.staticflickr.com/8532/8538657897_c0729ed152.jpg",500,334,"https://live.staticflickr.com/8532/8538657897_c0729ed152_n.jpg",320,214,"https://live.staticflickr.com/8532/8538657897_c0729ed152_z.jpg",640,427,"https://live.staticflickr.com/8532/8538657897_c0729ed152_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8532/8538657897_c0729ed152_b.jpg",1024,683,37.564358,11.789463,"c(37.564358, 11.789463)","1","All Rights Reserved","NA"
0,8539767350,"72948589@N00","10f8d6a804",8236,9,"ETP-5069-20130123_tonemapped.jpg",NA,NA,NA,2013-03-08 15:01:16,2017-11-21 16:23:40,2013-01-23 16:35:04,0,0,151,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_s.jpg",75,75,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_t.jpg",100,67,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_m.jpg",240,160,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_q.jpg",150,150,"https://live.staticflickr.com/8236/8539767350_10f8d6a804.jpg",500,334,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_n.jpg",320,214,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_z.jpg",640,427,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8236/8539767350_10f8d6a804_b.jpg",1024,683,37.535152,11.753805,"c(37.535152, 11.753805)","1","All Rights Reserved","NA"
0,8539764386,"72948589@N00","7e7f55f8b4",8510,9,"ETP-5063-20130123.jpg",NA,NA,NA,2013-03-08 14:59:54,2017-11-21 16:23:40,2013-01-23 16:30:34,0,0,53,0,0,16,0,"KBGH46hQVrIik8tZ",1482980,NA,NA,NA,NA,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_s.jpg",75,75,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_t.jpg",100,67,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_m.jpg",240,160,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_q.jpg",150,150,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4.jpg",500,334,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_n.jpg",320,214,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_z.jpg",640,427,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_c.jpg",800,534,NA,NA,NA,"https://live.staticflickr.com/8510/8539764386_7e7f55f8b4_b.jpg",1024,683,37.564886,11.790419,"c(37.564886, 11.790419)","1","All Rights Reserved","NA"
0,8538664811,"72948589@N00","432035973f",8391,9,"ETP-5078-20130123.jpg",NA,NA,NA,2013-03-08 15:03:20,2017-11-21 16:23:33,2013-01-23 16:46:25,0,0,69,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8391/8538664811_432035973f_s.jpg",75,75,"https://live.staticflickr.com/8391/8538664811_432035973f_t.jpg",67,100,"https://live.staticflickr.com/8391/8538664811_432035973f_m.jpg",160,240,"https://live.staticflickr.com/8391/8538664811_432035973f_q.jpg",150,150,"https://live.staticflickr.com/8391/8538664811_432035973f.jpg",334,500,"https://live.staticflickr.com/8391/8538664811_432035973f_n.jpg",214,320,"https://live.staticflickr.com/8391/8538664811_432035973f_z.jpg",427,640,"https://live.staticflickr.com/8391/8538664811_432035973f_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8391/8538664811_432035973f_b.jpg",683,1024,37.459788,11.675419,"c(37.459788, 11.675419)","1","All Rights Reserved","NA"
0,8538664291,"72948589@N00","f355e8b93c",8244,9,"ETP-5077-20130123.jpg",NA,NA,NA,2013-03-08 15:03:06,2017-11-21 16:23:33,2013-01-23 16:46:25,0,0,71,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_s.jpg",75,75,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_t.jpg",67,100,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_m.jpg",160,240,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_q.jpg",150,150,"https://live.staticflickr.com/8244/8538664291_f355e8b93c.jpg",334,500,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_n.jpg",214,320,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_z.jpg",427,640,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8244/8538664291_f355e8b93c_b.jpg",683,1024,37.459788,11.675419,"c(37.459788, 11.675419)","1","All Rights Reserved","NA"
0,8538668917,"72948589@N00","f88bfa816a",8378,9,"ETP-5086-20130123.jpg",NA,NA,NA,2013-03-08 15:05:10,2017-11-21 16:23:33,2013-01-23 16:49:51,0,0,78,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_s.jpg",75,75,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_t.jpg",67,100,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_m.jpg",160,240,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_q.jpg",150,150,"https://live.staticflickr.com/8378/8538668917_f88bfa816a.jpg",334,500,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_n.jpg",214,320,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_z.jpg",427,640,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8378/8538668917_f88bfa816a_b.jpg",683,1024,37.461502,11.648888,"c(37.461502, 11.648888)","1","All Rights Reserved","NA"
0,8538667753,"72948589@N00","1436ff2163",8528,9,"ETP-5084-20130123.jpg",NA,NA,NA,2013-03-08 15:04:37,2017-11-21 16:23:33,2013-01-23 16:49:19,0,0,92,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8528/8538667753_1436ff2163_s.jpg",75,75,"https://live.staticflickr.com/8528/8538667753_1436ff2163_t.jpg",67,100,"https://live.staticflickr.com/8528/8538667753_1436ff2163_m.jpg",160,240,"https://live.staticflickr.com/8528/8538667753_1436ff2163_q.jpg",150,150,"https://live.staticflickr.com/8528/8538667753_1436ff2163.jpg",334,500,"https://live.staticflickr.com/8528/8538667753_1436ff2163_n.jpg",214,320,"https://live.staticflickr.com/8528/8538667753_1436ff2163_z.jpg",427,640,"https://live.staticflickr.com/8528/8538667753_1436ff2163_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8528/8538667753_1436ff2163_b.jpg",683,1024,37.46485,11.65348,"c(37.46485, 11.65348)","1","All Rights Reserved","NA"
0,8538669471,"72948589@N00","b1c9c0f8a4",8091,9,"ETP-5087-20130123.jpg",NA,NA,NA,2013-03-08 15:05:26,2017-11-21 16:23:33,2013-01-23 16:49:51,0,0,73,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_s.jpg",75,75,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_t.jpg",67,100,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_m.jpg",160,240,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_q.jpg",150,150,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4.jpg",334,500,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_n.jpg",214,320,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_z.jpg",427,640,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8091/8538669471_b1c9c0f8a4_b.jpg",683,1024,37.461502,11.648888,"c(37.461502, 11.648888)","1","All Rights Reserved","NA"
0,8538663557,"72948589@N00","bc97dfe9ed",8382,9,"ETP-5075-20130123.jpg",NA,NA,NA,2013-03-08 15:02:48,2017-11-21 16:23:33,2013-01-23 16:45:50,0,0,76,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_s.jpg",75,75,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_t.jpg",67,100,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_m.jpg",160,240,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_q.jpg",150,150,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed.jpg",334,500,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_n.jpg",214,320,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_z.jpg",427,640,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8382/8538663557_bc97dfe9ed_b.jpg",683,1024,37.461669,11.680577,"c(37.461669, 11.680577)","1","All Rights Reserved","NA"
0,8538666243,"72948589@N00","0fe75436cb",8382,9,"ETP-5081-20130123.jpg",NA,NA,NA,2013-03-08 15:03:56,2017-11-21 16:23:33,2013-01-23 16:47:39,0,0,72,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_s.jpg",75,75,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_t.jpg",67,100,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_m.jpg",160,240,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_q.jpg",150,150,"https://live.staticflickr.com/8382/8538666243_0fe75436cb.jpg",334,500,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_n.jpg",214,320,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_z.jpg",427,640,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8382/8538666243_0fe75436cb_b.jpg",683,1024,37.463927,11.664636,"c(37.463927, 11.664636)","1","All Rights Reserved","NA"
0,8539767784,"72948589@N00","7ca1d4f951",8376,9,"ETP-5070-20130123.jpg",NA,NA,NA,2013-03-08 15:01:28,2017-11-21 16:23:41,2013-01-23 16:43:37,0,0,85,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_s.jpg",75,75,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_t.jpg",67,100,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_m.jpg",160,240,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_q.jpg",150,150,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951.jpg",334,500,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_n.jpg",214,320,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_z.jpg",427,640,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8376/8539767784_7ca1d4f951_b.jpg",683,1024,37.475427,11.696872,"c(37.475427, 11.696872)","1","All Rights Reserved","NA"
0,8538661387,"72948589@N00","f5c48900a5",8371,9,"ETP-5071-20130123.jpg",NA,NA,NA,2013-03-08 15:01:46,2018-06-28 17:16:52,2013-01-23 16:43:40,0,0,245,1,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_s.jpg",75,75,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_t.jpg",67,100,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_m.jpg",160,240,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_q.jpg",150,150,"https://live.staticflickr.com/8371/8538661387_f5c48900a5.jpg",334,500,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_n.jpg",214,320,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_z.jpg",427,640,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8371/8538661387_f5c48900a5_b.jpg",683,1024,37.475141,11.696716,"c(37.475141, 11.696716)","1","All Rights Reserved","NA"
0,8539773004,"72948589@N00","215f4606b2",8530,9,"ETP-5080-20130123.jpg",NA,NA,NA,2013-03-08 15:03:43,2017-11-21 16:23:41,2013-01-23 16:46:30,0,0,78,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8530/8539773004_215f4606b2_s.jpg",75,75,"https://live.staticflickr.com/8530/8539773004_215f4606b2_t.jpg",67,100,"https://live.staticflickr.com/8530/8539773004_215f4606b2_m.jpg",160,240,"https://live.staticflickr.com/8530/8539773004_215f4606b2_q.jpg",150,150,"https://live.staticflickr.com/8530/8539773004_215f4606b2.jpg",334,500,"https://live.staticflickr.com/8530/8539773004_215f4606b2_n.jpg",214,320,"https://live.staticflickr.com/8530/8539773004_215f4606b2_z.jpg",427,640,"https://live.staticflickr.com/8530/8539773004_215f4606b2_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8530/8539773004_215f4606b2_b.jpg",683,1024,37.459627,11.674519,"c(37.459627, 11.674519)","1","All Rights Reserved","NA"
0,8539775462,"72948589@N00","f4e9efec59",8512,9,"ETP-5085-20130123.jpg",NA,NA,NA,2013-03-08 15:04:53,2017-11-21 16:23:41,2013-01-23 16:49:51,0,0,79,0,0,16,0,"V1D3IxZUVLphzE77SQ",56017385,NA,NA,NA,NA,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_s.jpg",75,75,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_t.jpg",67,100,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_m.jpg",160,240,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_q.jpg",150,150,"https://live.staticflickr.com/8512/8539775462_f4e9efec59.jpg",334,500,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_n.jpg",214,320,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_z.jpg",427,640,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_c.jpg",534,800,NA,NA,NA,"https://live.staticflickr.com/8512/8539775462_f4e9efec59_b.jpg",683,1024,37.461502,11.648888,"c(37.461502, 11.648888)","1","All Rights Reserved","NA"
